ID,Slug,Name,"Date Created",Author,Description,Excerpt,Status,Categories,Tags,Price,Files,"File Download Limit","Featured Image",SKU,Notes,Sales,Earnings
203755,youth-ministry-calendar-fall-2018,"Youth Ministry Calendar | Fall 2018","2019-01-11 02:35:06",74,"One of our most popular items, this calendar has been in constant demand since we first introduced it. The design of this calendar does a great job at grabbing attention, clearly laying out event information, and being useful enough for families to use in their kitchen. We don&rsquo;t usually make fluffy statements, no calendar gets as much positive feedback from students and parents in my ministry as the ones I make using this template.

Purchase and download this file for an extremely intricate design, with everything neatly organized and labeled to help you fill in all of your Youth Ministry events into this calendar. It also comes with multiple backgrounds to choose from, or you can always find your own!

You can change the colors used very easily and quickly, and completely customize it to your youth ministry branding.

&lt;em&gt;*Note: You are downloading photoshop files, and you will need photoshop or a similar alternative in order to edit these files.&nbsp;&lt;/em&gt;",,publish,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/F18_Gradient_Grid.zip,-1,,,,0,0
30488,youth-ministry-calendar,"Youth Ministry Calendar","2018-01-11 02:23:22",74,"This simple calendar is pretty easy to edit, regardless of your photoshop expertise, &nbsp;and looks great.

This calendar only shows two months at a time, but is designed to be printed front and back to more prominently display event information.

This download contains a photoshop file with fully editable text.",,publish,,,4.00,https://s3.amazonaws.com/YouthMin/Ben/Black+Friday+Bundle+2014/2015calendar.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/calendar-youth-ministry-download.jpg,,,0,0
27952,youth-ministry-brochure,"Youth Ministry Brochure","2019-01-11 02:22:05",64,"We hope that this Youth Group Brochure will help you get the word out about your ministry&rsquo;s vision, regular programs, and youth group activities.&nbsp; This package contains PSDs, Indesign files, and jpegs so that you can create&nbsp;a stunning brochure to highlight your ministry.&nbsp; These editable files will enable you to create a custom brochure that you can share with your church family and visitors to highlight the focus and vision of your ministry.&nbsp; Fonts used in these Photoshop and Indesign documents are Novecento and Helvetica Neue, both available for free online.

This package includes:
&lt;ul&gt;
 	&lt;li&gt;Editable Photoshop files for covers (PSD)&lt;/li&gt;
 	&lt;li&gt;Editable Indesign files to customize (INDD)&lt;/li&gt;
 	&lt;li&gt;PDF files for reference of finished product (PDF)&lt;/li&gt;
 	&lt;li&gt;JPEGs for use in brochure (JPEG)&lt;/li&gt;
&lt;/ul&gt;
&lt;em&gt;*Note: You are downloading photoshop files, and you will need photoshop or a similar alternative in order to edit these files. You will also need a working knowledge of Photoshop to edit it.&lt;/em&gt;",,publish,,,5.00,https://s3.amazonaws.com/YouthMin/Keith/Youth+Ministry+Brochure.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/YouthMinBrochure-KP-Main.jpg,,,0,0
31566,youth-ministry-banquet-graphics-package,"Youth Ministry Banquet graphics package","2019-01-11 02:23:46",74,"It's the end of the school year, which brings about a time of transition for many Youth Ministries across the country. Saying goodbye to Seniors, welcoming incoming students from Middle School Ministry or Elementary, which means also saying goodbye to some parents and hello to plenty of new ones.

This downloadable graphics package is a full suite of images to throw an End of the Year Banquet, a perfect event to say 'Bon Voyage' to Seniors and Incoming students. There's 4 unique items in this package that carry this Bon Voyage theme, for a total of 10 images you'll be downloading, all fully editable with a list of fonts we used.

You'll get an event poster to hang around your church, an invite card to mail home to families, an announcement slide to get the word out in services, and a Facebook group image. Once more, all of these come in editable photoshop files.

You'll need Photoshop, or a similar editing software, to customize these images.",,publish,,,8.00,https://s3.amazonaws.com/YouthMin/Ben/Events/BanquetGraphics.zip,-1,,,,0,0
50395,youth-halloween-party-editable-graphic-bundle,"Youth Halloween Party Editable Graphic Bundle","2019-01-11 02:25:10",1,"Graphic package for your youth ministry Halloween party. Package includes a 4x6 flyer with bleed along with Instagram graphic. All graphics can be easily edited and customized to meet the needs of your ministry.",,draft,Uncategorized,,3.00,https://s3.amazonaws.com/YouthMin/William+Witkovsky/Flyers/HalloweenPartyGraphics.zip,-1,,,,0,0
30492,youth-group-poster,"Youth Group Poster","2019-06-11 02:23:23",74,"Download this great poster for your Youth Ministry to put up around church and their schools! Quickly get the word out about your service times and locations with this great looking poster.

This download contains a fully editable photoshop file to customize this poster for your youth ministry, but it also contains 3 blank templates that you can open in microsoft word, mac pages, even microsoft paint and edit for a similar look!",,publish,,,5.00,https://s3.amazonaws.com/YouthMin/Ben/Branding/YouthGroupPoster.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/youth-group-poster-download-customizable.jpg,,,0,0
138967,youth-group-invite-card,"Youth Group Invite card","2019-04-11 02:31:16",74,"&lt;strong&gt;Make it easy for your students to invite their friends to church!&lt;/strong&gt;

Grab this template to create a great card for your students to invite their friends to your youth group service. It's easy to customize using photoshop, and can be printed in house or at any local or online printer.

&lt;strong&gt;Now INCLUDES microsoft word version, for even easier editing/customization!&lt;/strong&gt;",,publish,"Admin Tools","invite | word editable",10,https://s3.amazonaws.com/YouthMin/Ben/Branding/MidweekInviteCard18.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/youth-ministry-invite-card-download.jpg,,,0,0
261436,youth-group-calendar-block-template,"Youth Group calendar Block template","2019-07-11 12:33:29",74,"Help your students and families know about upcoming youth ministry activities with this great editable youth ministry calendar template. What makes this fall calendar template great is it comes ready to edit in both photoshop form and in Microsoft Word, so anyone can customize it to their youth group!

Take the printed ministry calendar even further with the included social tools. We've included a full pack of images themed for this fall calendar template to focus on fall events, or monthly activities, and to give to the church instagram to tie in this branding.

This calendar is a whole pack of great resources to help you strengthen your youth ministry communications, and is a great tool for your back to school ministry to students. Download this student ministry resource today and you can be all set tonight.","&lt;ul&gt;
 	&lt;li&gt;download template editable in microsoft word&lt;/li&gt;
 	&lt;li&gt;includes photoshop files&lt;/li&gt;
 	&lt;li&gt;includes instagram story covers&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,"Calendar | editable | fall | Photoshop | Word",10,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2019/BlockFall19.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/07/fall-calendar-template-youth-ministry-download-1.jpg,,,0,0
27959,youth-group-bulletins,"Youth Group Bulletins","2019-04-02 02:22:12",64,"When your students arrive for youth group, welcome them with these well-designed bulletins.&nbsp; These bulletins will welcome your students, highlight your current sermon series, share about your upcoming activities, and give your students a space to take notes.&nbsp; It also includes information about your ministry's social media.&nbsp; Simply edit these for your own ministry.&nbsp; They are made on 8.5x11 on half-sheets, folded once.&nbsp; They are easy to use, easy to create and cut, and can easily be printed in-house.

This package includes:
&lt;ul&gt;
 	&lt;li&gt;Completely editable Pages files&lt;/li&gt;
 	&lt;li&gt;PDF files for your reference of finished product&lt;/li&gt;
&lt;/ul&gt;
&lt;em&gt;NOTE: You are downloading Pages files, and you will need Apple Pages to edit the file.&lt;/em&gt;",,publish,,,3.00,https://s3.amazonaws.com/YouthMin/Keith/YouthGroupBulletin.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/YouthBulletin-KP-Main.jpg,,,0,0
244833,youth-bulletin-canva-template,"Youth Bulletin - Canva Template","2019-02-14 15:10:13",62,"This product comes with a PDF with instructions on how to access your Canva template. Please follow the directions and you will be on your way to making your youth service bulletin look awesome!","&lt;ul&gt;
 	&lt;li&gt;Ready to use&lt;/li&gt;
 	&lt;li&gt;Youth service bulletin template&lt;/li&gt;
 	&lt;li&gt;No Photoshop or Word! Use Canva.com!&lt;/li&gt;
&lt;/ul&gt;",pending,"Admin Tools","admin tools | Bulletins",5,https://brenta.s3.amazonaws.com/Youthmin+-+Youth+Bulletin+Link.pdf.zip,1,https://youthmin.local:8890/wp-content/uploads/2019/02/Youth-Bulletin-Main-Product-Image.jpg,,,0,0
50044,your-second-favorite-game-bundle,"Your Second Favorite Game Bundle","2019-01-11 02:25:07",74,"We don't mean to imply that these games are second best, but this is just the second bundle of top selling games that your group will instantly love! 10 fresh games for 33% off! This collection is made up of 10 BRAND NEW game concepts , not new versions of games you've already been playing from our store. The whole idea is that of these 10 games, we believe you'll find your groups new favorite game!

Here are the games included, click on the title or image to see more information about each one:
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/the-last-word/'&gt;The Last Word&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/the-last-word/'&gt;&lt;img class='alignnone wp-image-53253 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/thumbnail3.png' alt='download youth group fun game' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/around-the-room/'&gt;Around the Room&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/around-the-room/'&gt;&lt;img class='alignnone wp-image-53099 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/Untitled-1.png' alt='youth group powerpoint games' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/thesaurus-karaoke/'&gt;Thesaurus Karaoke&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/thesaurus-karaoke/'&gt;&lt;img class='alignnone wp-image-53250 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/thumbnail2.png' alt='youth ministry game download powerpoint' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h3&gt;&lt;a href='https://youthmin.local:8890/downloads/roll-away/'&gt;Roll Away&lt;/a&gt;&lt;/h3&gt;
&lt;a href='https://youthmin.local:8890/downloads/roll-away/'&gt;&lt;img class='alignnone wp-image-53111 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/Untitled-13.png' alt='youth group downloads' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/fake-or-florida/'&gt;Fake or Florida&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/fake-or-florida/'&gt;&lt;img class='alignnone wp-image-53107 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/Untitled-12.png' alt='youth ministry download' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/short-stories/'&gt;Short Stories&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/short-stories/'&gt;&lt;img class='alignnone wp-image-53265 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/thumbnail4.png' alt='games youth pastors need to play' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/the-scrambler/'&gt;The Scrambler&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/the-scrambler/'&gt;&lt;img class='alignnone wp-image-53245 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/thumbnail1.png' alt='youth group game powerpoint mixer youth leader stash' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/brandwars/'&gt;BrandWars&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/brandwars/'&gt;&lt;img class='alignnone wp-image-53103 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/Untitled-11.png' alt='youth ministry help' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://youthmin.local:8890/downloads/where-in-the-bible/'&gt;Where in the Bible?&lt;/a&gt;&lt;/h2&gt;
&lt;a href='https://youthmin.local:8890/downloads/where-in-the-bible/'&gt;&lt;img class='alignnone wp-image-53235 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/thumbnail.png' alt='youth group bible games powerpoint download' width='360' height='292' /&gt;&lt;/a&gt;
&lt;h2&gt;&lt;a href='https://s3.amazonaws.com/YouthMin/Frank/Games/SHIPITORNAH.zip'&gt;Ship it or Nah&lt;/a&gt;&lt;/h2&gt;
&amp;nbsp;

&lt;a href='https://s3.amazonaws.com/YouthMin/Frank/Games/SHIPITORNAH.zip'&gt;&lt;img class='alignnone wp-image-53115 size-full' src='https://youthmin.local:8890/wp-content/uploads/edd/2015/10/Untitled-14.png' alt='youth ministry resources' width='360' height='292' /&gt;&lt;/a&gt;",,draft,Uncategorized,,20.00,"https://s3.amazonaws.com/YouthMin/Frank/Games/RollAway.zip | https://s3.amazonaws.com/YouthMin/Frank/Games/FakeOrFlorida.zip | https://s3.amazonaws.com/YouthMin/Frank/Games/Brandwars.zip | https://s3.amazonaws.com/YouthMin/Frank/Games/SHIPITORNAH.zip | https://s3.amazonaws.com/YouthMin/Frank/Games/AroundTheRoom.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/Scrambler.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/LastWord.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/ThesaurusKaraoke.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/ShortStories.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/WhereInTheBible.zip",-1,,,,0,0
37627,your-new-favorite-game-bundle,"Your new Favorite Game Bundle","2019-01-11 02:24:20",74,"Save 30% on some of our bestselling games and some brand new ones with this bundle!

We're sure that one of these 10 games will become your groups new favorite (hence the name of the bundle) and at this price, there has never been a better time to stock up! This bundle gives you games for the next 10 weeks, so you'll be set for a while!

With this bundle, you get

&lt;a title=&quot;BuzzWords Youth Ministry powerpoint game&quot; href=&quot;https://youthmin.local:8890/downloads/buzzwords-youth-ministry-powerpoint-game/&quot;&gt;BuzzWords&lt;/a&gt;

&lt;a title=&quot;Buzz Words volume 2&quot; href=&quot;https://youthmin.local:8890/downloads/buzz-words-volume-2/&quot;&gt;BuzzWords volume 2&lt;/a&gt;

&lt;a title=&quot;Plot Twist&quot; href=&quot;https://youthmin.local:8890/downloads/plot-twist/&quot;&gt;Plot Twist&lt;/a&gt;

&lt;a title=&quot;True Facts of Truth&quot; href=&quot;https://youthmin.local:8890/downloads/true-facts-of-truth/&quot;&gt;True Facts of Truth&lt;/a&gt;

&lt;a title=&quot;Haiku Movie&quot; href=&quot;https://youthmin.local:8890/downloads/haiku-movie/&quot;&gt;Haiku Movie&lt;/a&gt;

&lt;a title=&quot;Lego Trivia&quot; href=&quot;https://youthmin.local:8890/downloads/lego-trivia/&quot;&gt;Lego Trivia&lt;/a&gt;

&lt;a title=&quot;Reverse Charades | Movie Characters&quot; href=&quot;https://youthmin.local:8890/downloads/reverse-charades-movie-characters/&quot;&gt;Reverse Charades&lt;/a&gt;

&lt;a title=&quot;Reverse Charades &ndash; Disney Movie Edition&quot; href=&quot;https://youthmin.local:8890/downloads/reverse-charades-disney-movie-edition/&quot;&gt;Reverse Charades - Disney Movie edition&lt;/a&gt;

&lt;a title=&quot;Reverse Charades &ndash; Disney Character Edition&quot; href=&quot;https://youthmin.local:8890/downloads/reverse-charades-disney-character-edition/&quot;&gt;Reverse Charades - Disney Character edition&lt;/a&gt;

&lt;a title=&quot;Finish the Lyrics&quot; href=&quot;https://youthmin.local:8890/downloads/finish-the-lyrics/&quot;&gt;Finish the Lyrics&lt;/a&gt;",,pending,Uncategorized,,15.00,"https://s3.amazonaws.com/YouthMin/Ben/Games/buzz_words.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/Buzzwords2.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/REVERSE+CHARADES+MARCH+14.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/DisneyCharacterCharades.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/DisneyMovieCharades.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/Finish+The+lyrics.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/HaikuMovie.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/LegoTrivia.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/PlotTwist.zip | https://s3.amazonaws.com/YouthMin/Ben/Games/TrueFactsofTruth.zip",-1,,,,0,0
